Grapheme	IPA
.	NULL
ˈ	NULL
ˌ	NULL
*	NULL
?	NULL
H	⁵⁵
L	¹¹
HL	⁵¹
H(L)	⁵⁵¹
LH	¹⁵
̂ʲ	ĭ̥
̂ʷ	ŭ̥
Ø	Ø
Øʲ	Øʲ
Øˠ	Øˠ
-	+
a	a
aa	a a
aː	aː
aˑ	aˑ
a˞	a˞
a˞ː	a˞ː
àː	àː
â	â
âː	âː
ǎː	ǎː
a̞	a̞
a̠	a̠
a̠ˁ	a̠ˤ
a̤	a̤
a̤ː	a̤ː
a̯	a̯
a̰ː	a̰ː
a͜iː	aiː
a͡i	ai
ɑ͡o	ao
b	b
bb	bː
bs	b s
bw	b w
bʐ	b ʐ
bʰ	bʱ
bʱ	bʱ
bʲ	bʲ
bʷ	bʷ
bː	bː
bˠ	bˠ
b̥	b̥
b̥ʰ	b̥ʱ
c	c
cc	cː
ccʰ	cʰː
cʰ	cʰ
cːʰ	cʰː
cʼ	cʼ
d	d
dd	dː
dd͡ʒ	dʒː
ds	d s
dw	d w
dʐ	ɖʐ
dʑ	dʑ
dʒ	dʒ
dʒdʒ	dʒ dʒ
dʒʰ	dʒʱ
dʒʱ	dʒʱ
dʒʲ	dʒʲ
dʰ	dʱ
dʱ	dʱ
dʲ	dʲ
dː	dː
dˠ	dˠ
d̚	d̚
d̠	d̠
d̠ʒ	dʒ
d̥	d̥
d̥ʐ̥	ɖʐ̥
d̥ʒ	dʒ̊
d̥ʒː	dʒ̊ː
d̥ʰ	d̥ʱ
d̥ː	d̥ː
d̪	d̪
d̪ʰ	d̪ʱ
d̪ʱ	d̪ʱ
d̪ʲ	d̪ʲ
d̪ʷ	d̪ʷ
d̪ˠ	d̪ˠ
d̪̥ʲ	d̪̥ʲ
d̻	d̻
d͜z	dz
d͜ʒ	dʒ
d͡z	dz
d͡ʑ	dʑ
d͡ʒ	dʒ
d͡ʒw	dʒ w
d͡ʒː	dʒː
e	e
ee	eː
eˀ	eˀ
eː	eː
eˑ	eˑ
e˞	e˞
ěː	ěː
e̜ː	e̜ː
e̝	e̝
e̝ː	e̝ː
e̞	e̞
e̞ː	e̞ː
e̞ˑ	e̞ˑ
e̤	e̤
e̤ː	e̤ː
e̤ˑ	e̤ˑ
e̯	e̯
e͡ɪ	eɪ
f	f
ff	fː
fs	f s
fw	f w
fʂ	f ʂ
fʃ	f ʃ
fʲ	fʲ
fʷ	fʷ
fː	fː
fˠ	fˠ
h	h
hh	hː
hs	h s
hsw	h s w
hw	h w
hʲ	hʲ
hʷ	hʷ
hː	hː
hˠ	hˠ
h̝	h̝
h̽w	h̽ w
i	i
iˀ	iˀ
iː	iː
iˑ	iˑ
i˞	i˞
i̯˞	i̯˞
i̞	i̞
i̤	i̤
i̤ː	i̤ː
i̤ˑ	i̤ˑ
i̥	i̥
i̯	i̯
j	j
jj	jː
js	j s
jsʲ	j sʲ
jw	j w
jɕ	j ɕ
jʂ	j ʂ
jʃ	j ʃ
jʃʲ	j ʃʲ
jʑ	j ʑ
jʒ	j ʒ
jʲ	jʲ
jʱ	jʱ
jˀ	jˀ
jː	jː
j̃	j̃
j̥	j̊
k	k
kh	kʰ
kk	kː
kkʰ	kʰː
ks	k s
kw	kʷ
kwʲ	kʲʷ
kɕ	k ɕ
kʂ	k ʂ
kʃ	k ʃ
kʃː	k ʃː
kʒ	k ʒ
kʰ	kʰ
kʰʲ	kʲʰ
kʰʷ	kʷʰ
kʲ	kʲ
kʲʃʲ	kʲ ʃʲ
kʲʰ	kʲʰ
kʷ	kʷ
kʷs	kʷ s
kʷʰ	kʷʰ
kʼ	kʼ
kː	kː
kːʰ	kʰː
kˠ	kˠ
kˠʰ	kˠʰ
k̟	k̟
k̠	k̠
l	l
lh	l h
ll	lː
ls	l s
lw	l w
lʃ	l ʃ
lʃʲ	l ʃʲ
lʰ	lʰ
lʲ	lʲ
lʲs	lʲ s
lʲsʲ	lʲ sʲ
lʲw	lʲ w
lʲʂ	lʲ ʂ
lʲʃ	lʲ ʃ
lʷ	lʷ
lˀ	lˀ
lˀs	lˀ s
lˁ	lˤ
lː	lː
lˑ	lˑ
lˠ	lˠ
lˠw	lˠ w
l̥	l̥
l̥ʲ	l̥ʲ
l̥ʷ	l̥ʷ
l̥ˠ	l̥ˠ
l̩	l̩
l̩ʲ	l̩ʲ
l̪	l̪
l̪ʲ	l̪ʲ
l̪ʷ	l̪ʷ
l̪ˠ	l̪ˠ
l̪̥	l̪̥
m	m
mh	m h
mm	mː
ms	m s
mw	m w
mʐ	m ʐ
mʰ	mʰ
mʲ	mʲ
mʷ	mʷ
mˀ	mˀ
mˀs	mˀ s
mː	mː
mˑ	mˑ
mˠ	mˠ
m̥	m̥
m̩	m̩
n	n
nh	n h
nhw	n h w
nn	nː
nn̩$	n n̩
ns	n s
nsw	n s w
nw	n w
nʃ	n ʃ
nʒ	n ʒ
nʲ	nʲ
nʲː	nʲː
nʷ	nʷ
nˀ	nˀ
nː	nː
nːʃ	nː ʃ
nˠ	nˠ
n̥	n̥
n̥ˠ	n̥ˠ
n̩	n̩
n̪	n̪
n̪s	n̪ s
n̪ʂ	n̪ ʂ
n̪ʲ	n̪ʲ
n̪ˠ	n̪ˠ
n̪̥	n̪̥
o	o
oo	oː
oˀ	oˀ
oː	oː
oˑ	oˑ
o˞ː	o˞ː
o˞ˑ	o˞ˑ
ôː	ôː
ǒ	ǒ
o̜ː	o̜ː
o̝	o̝
o̝ː	o̝ː
o̞	o̞
o̞ː	o̞ː
o̤	o̤
o̤ː	o̤ː
o̯	o̯
o̰ː	o̰ː
o̰ˑ	o̰ˑ
ǒː	ǒː
p	p
ph	pʰ
pp	pː
ppʰ	pːʰ
ps	p s
psʲ	p sʲ
pw	p w
pɕ	p ɕ
pʂ	p ʂ
pʃ	p ʃ
pʒ	p ʒ
pʰ	pʰ
pʲ	pʲ
pʲʰ	pʲʰ
pː	pː
pːʰ	pʰː
q	q
qw	q w
qʰ	qʰ
qʰʷ	qʷʰ
qʷ	qʷ
qː	qː
r	r
rh	r h
rr	rː
rs	r s
rw	r w
rwː	r wː
rɕ	r ɕ
rʂ	r ʂ
rʂʂ	r ʂː
rʃ	r ʃ
rʒ	r ʒ
rʲ	rʲ
rʲˑ	rʲˑ
rˁ	rˤ
rː	rː
rˑ	rˑ
rˠ	rˠ
r̂	ə̂ r
r̝	r̝
r̝ʲ	r̝ʲ
r̝̊	r̝̥
r̝̊ʲ	r̝̥ʲ
r̥	r̥
r̥ʲ	r̥ʲ
r̥ˠ	r̥ˠ
r̩	r̩
r̩w	r̩ w
r̩ʲ	r̩ʲ
r̩ʲs	r̩ʲ s
r̪	r̪
r̪ʲ	r̪ʲ
r̪ˠ	r̪ˠ
r̂ː	ə̂ rː
s	s
ss	sː
ssʲ	sʲː
sw	s w
sʲ	sʲ
sʲː	sʲː
sˁ	sˤ
sː	sː
sˑ	sˑ
sˠ	sˠ
s̻	s̻
s̻s̻	s̻ː
t	t
th	tʰ
ts	ts
tsts	tsː
tsw	ts w
tsʰ	tsʰ
tsʲ	tsʲ
tsʲː	tsʲː
tsʼ	tsʼ
tsː	tsː
tsːʰ	tsʰː
tt	tː
ttɕʰ	ttɕʰː
ttʰ	tʰː
tw	t w
tɕ	tɕ
tɕw	tɕ w
tɕʰ	tɕʰ
tʂ	ʈʂ
tʃ	tʃ
tʃʰ	tʃʰ
tʃʲ	tʃʲ
tʃʷw	tʃʷ w
tʃʼ	tʃʼ
tʃː	tʃː
tʃːʰ	tʃʰː
tʰ	tʰ
tʲ	tʲ
tʲsʲ	tʲ sʲ
tʲʰ	tʲʰ
tʼ	tʼ
tˁ	tˤ
tː	tː
tːʰ	tʰː
tˠ	tˠ
tˠʰ	tˠʰ
t̠ʃ	tʃ
t̪	t̪
t̪t̪	t̪ː
t̪t̪ʰ	t̪ʰː
t̪ʰ	t̪ʰ
t̪ʰʲ	t̪ʲʰ
t̪ʲ	t̪ʲ
t̪ʲʰ	t̪ʲʰ
t̪ː	t̪ː
t̪ˠ	t̪ˠ
t̪ˠʰ	t̪ˠʰ
t͜s	ts
t͜sʰ	tsʰ
t͜ʃ	tʃ
t͡s	ts
t͡ɕ	tɕ
t͡ʃ	tʃ
t͡ʃw	tʃ w
t͡ʃʰ	tʃʰ
t͡ʃʲ	tʃʲ
t͡ʃʷ	tʃʷ
t͡ʃː	tʃː
u	u
uˀ	uˀ
uː	uː
uˑ	uˑ
u˞	u˞
u̯	u̯
v	v
vv	vː
vw	v w
vʑ	v ʑ
vʒ	v ʒ
vʲ	vʲ
vˠ	vˠ
v̤	vʱ
w	w
wh	w h
ws	w s
wʂ	w ʂ
wʃ	w ʃ
wʲ	wʲ
wˀ	wˀ
wː	wː
w̥	w̥
x	x
xs	x s
xw	x w
xx	xː
xʃ	x ʃ
xʲ	xʲ
xʷ	xʷ
xː	xː
xˠ	xˠ
y	y
yˀ	yˀ
yː	yː
y̯	y̯
z	z
zw	z w
zz	zː
zʱ	zʱ
zʲ	zʲ
zʷ	zʷ
zˁ	zˤ
zˁw	zˤ w
zː	zː
^ʲˈy	ĭ̥ i
^ʷˈu	ŭ̥ u
à	à
às	à s
á	á
áː	áː
ã	ã
ãː	ãː
ãˑ	ãˑ
ã̞	ã̞
ã̠	ã̠
ã̠ˁ	ã̠ˤ
ã̤ː	ã̤ː
ä	ä
äs	ä s
äʃʃ	ä ʃː
äː	äː
äːs	äː s
æ	æ
æˀ	æˀ
æː	æː
æˑ	æˑ
æ̀	æ̀
æ̀ː	æ̀ː
æ̃	æ̃
æ̤̃	æ̤̃
æ̯	æ̯
ç	ç
èː	èː
èːs	èː s
èːw	èː w
é	é
éː	éː
éːw	éː w
é̞	é̞
é̞s	é̞ s
ê	ê
êː	êː
êːs	êː s
ê̞ː	ê̞ː
ê̞ːs	ê̞ː s
ë	ë
ì	ì
ìs	ì s
ìː	ìː
ìːs	ìː s
ìːʃ	ìː ʃ
ì̯	ì̯
í	í
íː	íː
í̯	í̯
î	î
îs	î s
îʂ	î ʂ
îː	îː
îːs	îː s
ð	ð
ðw	ð w
ðʲ	ðʲ
ðˀ	ðˀ
ðː	ðː
ðˠ	ðˠ
ð̞	ɹ̪
ò	ò
òː	òː
òːs	òː s
òːʒ	òː ʒ
ó	ó
ós	ó s
óː	óː
óːs	óː s
óːw	óː w
ó̞	ó̞
ó̞s	ó̞ s
ó̞ː	ó̞ː
ô	ô
ô̞ː	ô̞ː
ô̞ːs	ô̞ː s
õ	õ
õː	õː
õˑ	õˑ
õ̞	õ̞
õ̤ː	õ̤ː
ø	ø
øˀ	øˀ
øː	øː
ø̀	ø̀
ø̀ː	ø̀ː
ø̃	ø̃
ø̃ː	ø̃ː
ø̞	ø̞
ø̞ˀ	ø̞ˀ
ø̞ː	ø̞ː
ø̯	ø̯
ù	ù
ùː	ùː
ùːs	ùː s
ú	ú
úː	úː
û	û
ûː	ûː
ûːʂ	ûː ʂ
ü	ü
ý	ý
ýs	ý s
ýː	ýː
ÿs	ÿ s
ă	ă
ĕ	ĕ
ě	ě
ě̞ː	ě̞ː
ě̞ːs	ě̞ː s
ě̞ːʐ	ě̞ː ʐ
ħ	ħ
ĩ	ĩ
ĩː	ĩː
ĩ̤	ĩ̤
ĩ̤ː	ĩ̤ː
ĩ̯	ĩ̯
ĭ	ĭ
ŋ	ŋ
ŋs	ŋ s
ŋŋ	ŋː
ŋʃ	ŋ ʃ
ŋʲ	ŋʲ
ŋʷ	ŋʷ
ŋˀ	ŋˀ
ŋː	ŋː
ŋˠ	ŋˠ
ŋ̍	ŋ̍
ŋ̥	ŋ̊
ŏ	ŏ
ŏ̟	ŏ̟
œ	œ
œˀ	œˀ
œː	œː
œ̀	œ̀
œ̀ː	œ̀ː
œ̃	œ̃
œ̃ː	œ̃ː
œ̝	œ̝
ř	ə̌ r
řː	ə̌ rː
ũ	ũ
ũː	ũː
ũˑ	ũˑ
ŭ	ŭ
ŷː	ŷː
ŷːs	ŷː s
ǎ	ǎ
ǐ	ǐ
ǐː	ǐː
ǐːs	ǐː s
ǒ̞ː	ǒ̞ː
ǔ	ǔ
ǔː	ǔː
ǔːs	ǔː s
ɐ	ɐ
ɐ̃	ɐ̃
ɐ̃ː	ɐ̃ː
ɐ̯	ɐ̯
ɐ̯ˀ	ɐ̯ˀ
ɑ	ɑ
ɑˀ	ɑˀ
ɑː	ɑː
ɑˑ	ɑˑ
ɑ˞	ɑ˞
ɑ˞ː	ɑ˞ː
ɑ̀	ɑ̀
ɑ̀ː	ɑ̀ː
ɑ́	ɑ́
ɑ̃	ɑ̃
ɑ̃ː	ɑ̃ː
ɑ̈	ɑ̈
ɑ̈ː	ɑ̈ː
ɑ̈̀	ɑ̈̀
ɑ̈̀ː	ɑ̈̀ː
ɑ̈́	ɑ̈́
ɑ̈́ː	ɑ̈́ː
ɑ̈̂	ɑ̈̂
ɑ̈̂ː	ɑ̈̂ː
ɑ̈̌	ɑ̈̌
ɑ̈̌ː	ɑ̈̌ː
ɑ̯	ɑ̯
ɒ	ɒ
ɒˀ	ɒˀ
ɒː	ɒː
ɒˑ	ɒˑ
ɒ̃	ɒ̃
ɒ̃ː	ɒ̃ː
ɒ̃ˑ	ɒ̃ˑ
ɒ̤ː	ɒ̤ː
ɒ̤̃ː	ɒ̤̃ː
ɒ̰ː	ɒ̰ː
ɔ	ɔ
ɔɔ	ɔː
ɔˀ	ɔˀ
ɔː	ɔː
ɔˑ	ɔˑ
ɔ̀	ɔ̀
ɔ̀ː	ɔ̀ː
ɔ́	ɔ́
ɔ́ː	ɔ́ː
ɔ̂	ɔ̂
ɔ̃	ɔ̃
ɔ̃ː	ɔ̃ː
ɔ̃ˑ	ɔ̃ˑ
ɔ̆	ɔ̆
ɔ̌	ɔ̌
ɔ̝	ɔ̝
ɔ̝ː	ɔ̝ː
ɔ̰	ɔ̰
ɔ͡u	ɔu
ɕ	ɕ
ɕw	ɕ w
ɕɕ	ɕː
ɖ	ɖ
ɖɖ	ɖː
ɖɖʱ	ɖʱː
ɖʐ	ɖʐ
ɖʰ	ɖʰ
ɖʱ	ɖʱ
ɖː	ɖː
ɖ̥	ɖ̥
ɘ	ɘ
ɘ̟	ɘ̟
ə	ə
əː	əː
ə˞	ə˞
ə̀	ə̀
ə́	ə́
ə̂	ə̂
ə̃	ə̃
ə̆	ə̆
ə̌	ə̌
ə̯	ə̯
ə͜i	əi
ə͜uː	əuː
ɛ	ɛ
ɛɛ	ɛː
ɛˀ	ɛˀ
ɛː	ɛː
ɛˑ	ɛˑ
ɛ˞ː	ɛ˞ː
ɛ̀	ɛ̀
ɛ̀ː	ɛ̀ː
ɛ́	ɛ́
ɛ́ː	ɛ́ː
ɛ̂	ɛ̂
ɛ̂ː	ɛ̂ː
ɛ̃	ɛ̃
ɛ̃ː	ɛ̃ː
ɛ̃ˑ	ɛ̃ˑ
ɛ̃̀ː	ɛ̃̀ː
ɛ̌	ɛ̌
ɛ̌ː	ɛ̌ː
ɛ̝	ɛ̝
ɛ̝ː	ɛ̝ː
ɛ̠	ɛ̠
ɛ̠̃	ɛ̠̃
ɛ̤	ɛ̤
ɛ̯	ɛ̯
ɛ̰ː	ɛ̰ː
ɛ̽	ɛ̽
ɜ	ɜ
ɜː	ɜː
ɜˑ	ɜˑ
ɜ˞	ɜ˞
ɜ̃	ɜ̃
ɜ̤	ɜ̤
ɞ	ɞ
ɞ̃	ɞ̃
ɞ̞	ɞ̞
ɟ	ɟ
ɟɟ	ɟː
ɟ̊	ɟ̥
ɡ	ɡ
ɡs	ɡ s
ɡw	ɡ w
ɡwʲ	ɡ wʲ
ɡɡ	ɡː
ɡʒ	ɡ ʒ
ɡʰ	ɡʱ
ɡʱ	ɡʱ
ɡʲ	ɡʲ
ɡʲʒʲ	ɡʲ ʒʲ
ɡʷ	ɡʷ
ɡː	ɡː
ɡˠ	ɡˠ
ɡ̊	ɡ̊
ɡ̊s	ɡ̊ s
ɡ̊ɡ̊	ɡ̊ː
ɡ̊ʃ	ɡ̊ ʃ
ɡ̊ʰ	ɡ̊ʱ
ɡ̊ː	ɡ̥ː
ɡ̊ˠ	ɡ̥ˠ
ɡ̆	ɡ̆
ɡ̟	ɡ̟
ɡ̥	ɡ̊
ɡ̥ʰ	ɡ̥ʰ
ɢ	ɢ
ɣ	ɣ
ɣw	ɣ w
ɣʲ	ɣʲ
ɣˠ	ɣˠ
ɣ̆	ğ
ɣ̥	ɣ̊
ɤ	ɤ
ɤ̃	ɤ̃
ɤ̟	ɤ̟
ɥ	ɥ
ɦ	ɦ
ɧ	ɧ
ɨ	ɨ
ɨː	ɨː
ɨ̃	ɨ̃
ɨ̆	ɨ̆
ɨ̥	ɨ̥
ɨ̯	ɨ̯
ɪ	ɪ
ɪɪ	ɪː
ɪː	ɪː
ɪˑ	ɪˑ
ɪ̀	ɪ̀
ɪ̀ː	ɪ̀ː
ɪ́	ɪ́
ɪ́ː	ɪ́ː
ɪ̃	ɪ̃
ɪ̃ˑ	ɪ̃ˑ
ɪ̃́ː	ɪ̃́ː
ɪ̆	ɪ̆
ɪ̤	ɪ̤
ɪ̯	ɪ̯
ɪ̽	ɪ̽
ɫ	lˠ
ɫs	lˠ s
ɫw	lˠ w
ɫ̥	l̥ˠ
ɬ	ɬ
ɭ	ɭ
ɭw	ɭ w
ɭː	ɭː
ɯ	ɯ
ɯː	ɯː
ɯ̃	ɯ̃
ɯ̃ː	ɯ̃ː
ɰ̃	ɰ̃
ɰ̃s	ɰ̃ s
ɰ̃ʂ	ɰ̃ ʂ
ɰ̃ʐ	ɰ̃ ʐ
ɱ	ɱ
ɲ	ɲ
ɲs	ɲ s
ɲɲ	ɲː
ɲʒ	ɲ ʒ
ɲʲ	ɲʲ
ɲ̥	ɲ̊
ɳ	ɳ
ɳɳ	ɳː
ɳː	ɳː
ɳ̥	ɳ̊
ɴ	ɴ
ɵ	ɵ
ɵˑ	ɵˑ
ɵ̀	ɵ̀
ɵ̞	ɵ̞
ɶ	ɶ
ɶ̝	ɶ̝
ɸ	ɸ
ɸʲ	ɸʲ
ɸˠ	ɸˠ
ɹ	ɹ
ɹw	ɹ w
ɹʷ	ɹʷ
ɹː	ɹː
ɹˠ	ɹˠ
ɹ̃	ɹ̃
ɹ̝	ɹ̝
ɹ̝̥	ɹ̝̥
ɹ̥	ɹ̥
ɹ̥ʷ	ɹ̥ʷ
ɹ̥ˠ	ɹ̥ˠ
ɹ̩	ɹ̩
ɻ	ɻ
ɻs	ɻ s
ɻw	ɻ w
ɻʷˠ	ɻʷˠ
ɻ̊	ɻ̥
ɽ	ɽ
ɽw	ɽ w
ɽʰ	ɽʰ
ɽʱ	ɽʱ
ɽ̃	ɽ̃
ɽ̥	ɽ̥
ɾ	ɾ
ɾs	ɾ s
ɾw	ɾ w
ɾɕ	ɾ ɕ
ɾʂ	ɾ ʂ
ɾʃ	ɾ ʃ
ɾʃʰ	ɾ ʃʰ
ɾʰ	ɾʰ
ɾʲ	ɾʲ
ɾʷ	ɾʷ
ɾː	ɾː
ɾˠ	ɾˠ
ɾ̠	ɾ̠
ɾ̥	ɾ̥
ɾ̩	ɾ̩
ɾ̩s	ɾ̩ s
ɾ̩̂	ə̂ ɾ
ɾ̩̌	ə̌ ɾ
ʀ	ʀ
ʁ	ʁ
ʁw	ʁ w
ʁʒ	ʁ ʒ
ʁʲ	ʁʲ
ʁː	ʁː
ʁ̥	ʁ̥
ʁ̥s	ʁ̥ s
ʁ̥w	ʁ̥ w
ʂ	ʂ
ʂʂ	ʂː
ʂː	ʂː
ʃ	ʃ
ʃs	ʃ s
ʃw	ʃ w
ʃʃ	ʃː
ʃʰ	ʃʰ
ʃʲ	ʃʲ
ʃʲw	ʃʲ w
ʃʷ	ʃʷ
ʃː	ʃː
ʈ	ʈ
ʈʂ	ʈʂ
ʈʂʰ	ʈʂʰ
ʈʃʰ	ʈʃʰ
ʈʈ	ʈː
ʈʈʰ	ʈʰː
ʈʰ	ʈʰ
ʈʲ	ʈʲ
ʈː	ʈː
ʈ͡ʂ	ʈʂ
ʈ͡ʂʰ	ʈʂʰ
ʉ	ʉ
ʉː	ʉː
ʉ̀	ʉ̀
ʉ̀ː	ʉ̀ː
ʉ́	ʉ́
ʉ̃	ʉ̃
ʉ̯	ʉ̯
ʊ	ʊ
ʊʊ	ʊː
ʊː	ʊː
ʊˑ	ʊˑ
ʊ˞	ʊ˞
ʊ̀	ʊ̀
ʊ̃	ʊ̃
ʊ̃ː	ʊ̃ː
ʊ̆	ʊ̆
ʊ̈̆	ʊ̈̆
ʊ̤	ʊ̤
ʊ̯	ʊ̯
ʋ	ʋ
ʋh	ʋ h
ʋs	ʋ s
ʋʂ	ʋ ʂ
ʋʲ	ʋʲ
ʋː	ʋː
ʋ̥	ʋ̥
ʌ	ʌ
ʌː	ʌː
ʍ	ʍ
ʎ	ʎ
ʎs	ʎ s
ʎʃ	ʎ ʃ
ʎʎ	ʎː
ʎː	ʎː
ʏ	ʏ
ʏː	ʏː
ʏ̀	ʏ̀
ʐ	ʐ
ʐ̥	ʐ̥
ʑ	ʑ
ʒ	ʒ
ʒw	ʒ w
ʒʲ	ʒʲ
ʒː	ʒː
ʔ	ʔ
ʕ	ʕ
ʕʲ	ʕʲ
ʝ	ʝ
ʝː	ʝː
ʟ	ʟ
ʰk	ʰk
ʰkː	ʰkː
ʰt	ʰt
ʰtː	ʰtː
ʰw	ʰw
ʷu	ŭ̥ u
β	β
βʲ	βʲ
βˠ	βˠ
β̞	β̞
θ	θ
θs	θ s
θw	θ w
θʲ	θʲ
θˠ	θˠ
θθ	θː
χ	χ
χs	χ s
χw	χ w
χʃ	χ ʃ
χʷ	χʷ
χː	χː
χχ	χː
ᵇm	bⁿ
ᵈn	dⁿ
ᵐb	ᵐb
ḭː	ḭː
ḭːɕ	ḭː ɕ
ḭ̃	ḭ̃
ṳ	ṳ
ṳː	ṳː
ṵ	ṵ
ṵː	ṵː
ṵ̃ː	ṵ̃ː
ṽ	ṽ
ṽʲ	ṽʲ
ṽˠ	ṽˠ
ẽ	ẽ
ẽː	ẽː
ẽˑ	ẽˑ
ỳ	ỳ
ỳː	ỳː
ỳːs	ỳː s
ỹ	ỹ
ỹː	ỹː
-ɑ-/-i-	+ ɑ +
kin-ɑ-/-ɔdʒ-	k i n + ɑ +
koʈʰin/ʃɔkt̪o	k o ʈʰ i n
kɑɾmiɾ-ɔ/ɑ-	k ɑ ɾ m i ɾ + ɔ +
kɑɾts-u/ɾ-	k ɑ ɾ ts + u +
kʰɑɫtsʰ-u/ɾ-	kʰ ɑ ɫ tsʰ + u +
kʰɑɾ-i/ɑ-	kʰ ɑ ɾ + i +
-ɔ-/-ɑ-/-i-	+ ɔ +
nɔkʰ/nokʰ	n ɔ kʰ
pʰɔkʰ-u/ɾ-	pʰ ɔ kʰ + u +
pʰɔɾ-ɔ-/-i-	pʰ ɔ ɾ + ɔ +
pʰɔʃ-i-/-ɔ-	pʰ ɔ ʃ + i +
sɛu-ɔ-/-i-	s ɛ u + ɔ +
t-u/an-	t + u n +
tsun-u/ɾ-	ts u n + u +
tsɑn-u/ɾ-	ts ɑ n + u +
tʃʰɔɾ-i-/-ɔ-	tʃʰ ɔ ɾ + i +
waːɡ-/wək-	w aː ɡ +
xaʃt̠ʃ/xajt̠ʃ	x a ʃ tʃ
ɐ̃j/dɨ	ɐ̃ j
ɑndzɾɛu-ɔ/ɑ-	ɑ n dz ɾ ɛ u + ɔ +
ɔdʒil-ɔ-/-ɑ-	ɔ dʒ i l + ɔ + 
ɛɾeik-ɑ-/-i-	ɛ ɾ e i k + ɑ +
ɡrɨʑ/ɕtɕ	ɡ r ɨ ʑ tɕ
ɡɛt-ɔ/i-	ɡ ɛ t + ɔ +
ˈdʲy	dʲ y
ˈnʲyvɞ̞	nʲ y v ɞ̞
ˈtsʲytʲi	tsʲ y tʲ i
b/p	b
d/t	d
i/u	i
o/u	o
u/ɑ	u
v/f	v
vʲ/fʲ	vʲ
z/s	z
ɔ/u	ɔ
ɡ/k	ɡ
ʐ/ʂ	ʐ